protein-name,intent-group,available,Plasmid Name,Gene or insert Name,Alternative Gene/Insert Name 1,Entrez Gene ID,Additional Species of gene or insert,Relevant Mutations,N-terminal Tag,C-terminal Tag,Backbone Name,Bacterial Resistance,Selectable Marker,high or low copy,description,design-description
ORF3a,Yeast expression,true,pGBW-m4046508,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
ORF3a,Yeast expression,true,pGBW-m4046513,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
ORF3a,Yeast expression,true,pGBW-m4046526,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
ORF3a,Yeast expression,true,pGBW-m4046528,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
ORF3a,Yeast expression,true,pGBW-m4046546,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
ORF3a,Yeast expression,true,pGBW-m4046592,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
ORF3a,Yeast expression,true,pGBW-m4046633,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
ORF3a,Yeast expression,true,pGBW-m4046662,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
ORF3a,Yeast expression,true,pGBW-m4046690,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
ORF3a,Yeast expression,true,pGBW-m4046698,ORF3a protein,,YP_009724391.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
ORF3a,E coli expression,true,pGBW-m4046727,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,true,pGBW-m4046750,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,true,pGBW-m4046751,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;StrepII,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,true,pGBW-m4046765,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,true,pGBW-m4046783,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;StrepII,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,true,pGBW-m4046800,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,true,pGBW-m4046856,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;FLAG_2,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,true,pGBW-m4046882,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,true,pGBW-m4046934,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;FLAG_2,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,true,pGBW-m4046959,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136593,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136615,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136650,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136663,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;FLAG_2,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136679,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136688,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;StrepII,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136726,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136741,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;StrepII,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136780,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,E coli expression,false,pGBW-m4136787,ORF3a protein,,YP_009724391.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;FLAG_2,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
ORF3a,Mammalian expression,false,pGBW-m4133265,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;TRX,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133508,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;6xHis-003,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133618,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;3xFlag,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133648,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;3xFlag,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133661,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;6xHis-003,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133669,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;6xHis-003,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133673,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;6xHis-003,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133679,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;TapTag,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133699,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;TRX,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,false,pGBW-m4133709,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;S-tag,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133717,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;HA,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133754,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;TapTag,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133785,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;TRX,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133786,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;HA,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,false,pGBW-m4133854,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;S-tag,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133888,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;HA,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133902,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;3xFlag,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4133905,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;S-tag,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134028,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;V5,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134056,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;CBP,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134074,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;V5,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,false,pGBW-m4134080,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;CBP,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134093,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;V5,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134116,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;TapTag,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,false,pGBW-m4134126,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,Cleavable TEV;CBP,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134239,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;CBP,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134255,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;S-tag,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134269,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;S-tag,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134273,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;TapTag,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134277,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;6xHis-003,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134281,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;TapTag,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134285,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;3xFlag,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134293,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;3xFlag,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134313,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;TapTag,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134321,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;TRX,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134350,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;CBP,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134431,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;V5,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134445,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;HA,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134449,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;V5,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134461,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;3xFlag,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134477,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;V5,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,false,pGBW-m4134484,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;6xHis-003,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134503,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;HA,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134517,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;HA,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134523,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;CBP,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134531,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;S-tag,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134536,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;TRX,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,true,pGBW-m4134543,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,Cleavable TEV;TRX,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, with various fusion tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,false,pGBW-m4135820,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,,pTwist_CMV_Hygro_6,ampicillin,hygromycin,high,"SARS-CoV-2 proteins, No tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,false,pGBW-m4135879,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, No tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,false,pGBW-m4135882,ORF3a protein,,YP_009724391.1,Homo sapiens,H. sapiens recode 1,,,pTwist_CMV_6,ampicillin,,high,"SARS-CoV-2 proteins, No tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
ORF3a,Mammalian expression,false,pGBW-m4135884,ORF3a protein,,YP_009724391.1,Homo sapiens,wt,,,pTwist_CMV_Puro_6,ampicillin,puromycin,high,"SARS-CoV-2 proteins, No tags",Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones
